WD_YM(출금연월),UTIZN_CO_APRVNO(이용업체승인번호),DPOST_BANKCD((비식별)입금은행코드),CALT_METH_NM(정산방법명),DPOST_AMT(입금금액)
﻿201808,35000411,FYT,실시간정산,57000
﻿201808,35000411,SHK,실시간정산,924000000
﻿201808,35000459,CVN,실시간정산,257000000
﻿201808,35000466,BVI,실시간정산,509000000
﻿201808,35000480,FYT,실시간정산,53700000
﻿201808,35000497,JVP,실시간정산,571000000
﻿201808,35100010,IEK,실시간정산,137000000
﻿201808,35100010,BVI,실시간정산,36900000
﻿201808,35100010,FYT,실시간정산,27400000
﻿201808,35100027,CVN,실시간정산,5690000
﻿201901,35000411,SHK,실시간정산,700000000
﻿201901,35000459,CVN,실시간정산,142000000
﻿201901,35000466,BVI,실시간정산,292000000
﻿201901,35000473,BVI,실시간정산,731000
﻿201901,35000480,FYT,실시간정산,218000000
﻿201901,35000497,JVP,실시간정산,414000000
﻿201901,35100010,IEK,실시간정산,200000000
﻿201901,35100010,BVI,실시간정산,35300000
﻿201901,35100010,FYT,실시간정산,35700000
﻿201901,35100027,CVN,실시간정산,12000000
﻿201909,35000411,SHK,실시간정산,712000000
﻿201909,35000459,CVN,실시간정산,222000000
﻿201909,35000466,BVI,실시간정산,438000000
﻿201909,35000480,FYT,실시간정산,169000000
﻿201909,35000497,JVP,실시간정산,191000000
﻿201909,35100010,IEK,실시간정산,92200000
﻿201909,35100010,BVI,실시간정산,32100000
﻿201909,35100010,FYT,실시간정산,31600000
﻿201909,35100027,IEK,실시간정산,181000
﻿201909,35100027,KYG,실시간정산,353000
﻿201909,35100027,CVN,실시간정산,14200000
﻿202002,35000411,SHK,실시간정산,1500000000
﻿202002,35000459,CVN,실시간정산,495000000
﻿202002,35000466,BVI,실시간정산,284000000
﻿202002,35000480,FYT,실시간정산,19500000
﻿202002,35000497,JVP,실시간정산,15000000
﻿202002,35100010,IEK,실시간정산,103000000
﻿202002,35100010,BVI,실시간정산,33300000
﻿202002,35100010,XIE,실시간정산,189000
﻿202002,35100010,FYT,실시간정산,33500000
﻿202002,35100027,IEK,실시간정산,20000
﻿202002,35100027,KYG,실시간정산,709000
﻿202002,35100027,CVN,실시간정산,10300000
﻿202107,35000411,SHK,실시간정산,703000000
﻿202107,35000459,CVN,실시간정산,162000000
﻿202107,35000466,BVI,실시간정산,294000000
﻿202107,35000497,JVP,실시간정산,254000000
﻿202107,35100010,BVI,실시간정산,32700000
﻿202107,35100010,FYT,실시간정산,18600000
﻿202107,35100027,KYG,실시간정산,430000
﻿202107,35100027,CVN,실시간정산,18200000
﻿202201,35000411,SHK,실시간정산,159000000
﻿202201,35000459,CVN,실시간정산,32700000
﻿202201,35000466,BVI,실시간정산,119000000
﻿202201,35000480,FYT,실시간정산,978000000
﻿202201,35000497,JVP,실시간정산,31300000
﻿202201,35100010,IEK,실시간정산,89900000
﻿202201,35100010,BVI,실시간정산,19200000
﻿202201,35100027,KYG,실시간정산,2730000
﻿202201,35100027,CVN,실시간정산,15200000
﻿202209,11000097,BVI,익일정산,80100000
﻿202209,11000699,VEA,익일정산,11500000
﻿202209,11000710,BVI,익일정산,1310000000
﻿202209,11000741,BVI,익일정산,2130000000
﻿202209,11001063,SHK,익일정산,19500000
﻿202209,11001184,SHK,익일정산,10800000000
﻿202209,11001298,BVI,익일정산,226000000
﻿202209,11900083,VEA,익일정산,3560000
﻿202209,11900104,SHK,익일정산,43200000
﻿202209,11900111,SHK,익일정산,12800000
﻿202209,12000018,JVP,익일정산,1380000000
﻿202209,12000018,BVI,익일정산,2280000
﻿202209,12000025,JVP,익일정산,380000000
﻿202209,12000032,IEK,익일정산,696000000
﻿202209,12000032,VEA,익일정산,479000000
﻿202209,12000032,HZI,익일정산,25700000
﻿202209,12000032,BVI,익일정산,69800000
﻿202209,12000032,QDF,익일정산,283000000
﻿202209,12000032,FYT,익일정산,116000000
﻿202209,12000032,ZVX,익일정산,141000000
﻿202209,12000032,FLX,익일정산,28900000
﻿202209,12000032,ZDD,익일정산,55500000
﻿202209,12000032,CVN,익일정산,8070000
﻿202209,12000032,SHK,익일정산,79600000
﻿202209,12000056,CVN,익일정산,39100000
﻿202209,12000063,IEK,익일정산,32400000
﻿202209,12000063,BVI,익일정산,194000000
﻿202209,12000063,SHK,익일정산,223000000
﻿202209,12000094,SHK,익일정산,416000000
﻿202209,12000115,SHK,익일정산,144000000
﻿202209,12000122,IEK,익일정산,309000000
﻿202209,12000153,IEK,익일정산,174000000
﻿202209,12000184,VEA,익일정산,342000000
﻿202209,12000205,VEA,익일정산,369000000
﻿202209,12000229,CVN,익일정산,305000000
﻿202209,12000236,ZVX,익일정산,534000000
﻿202209,12000250,VEA,익일정산,345000000
﻿202209,12000267,HZI,익일정산,484000000
﻿202209,12000274,VEA,익일정산,168000000
﻿202209,12000298,HZO,익일정산,145000000
﻿202209,12000302,SHK,익일정산,69900000
﻿202209,12000319,IEK,익일정산,185000000
﻿202209,12000326,VEA,익일정산,205000000
﻿202209,12000333,VEA,익일정산,278000000
﻿202209,12000340,SHK,익일정산,182000000
﻿202209,12000357,QDF,익일정산,94500000
﻿202209,12000364,VEA,익일정산,140000000
﻿202209,12000371,VEA,익일정산,83000000
﻿202209,12000388,RII,익일정산,76300000
﻿202209,12000395,JVP,익일정산,65900000
﻿202209,12000520,BVI,익일정산,42700000
﻿202209,12000551,VEA,익일정산,219000
﻿202209,12000568,FLX,익일정산,87000
﻿202209,12000575,VEA,익일정산,297000
﻿202209,12000582,RII,익일정산,249000
﻿202209,12000599,VEA,익일정산,324000
﻿202209,12000603,VEA,익일정산,12000
﻿202209,12000610,SHK,익일정산,300000
﻿202209,12000627,HZI,익일정산,2190000
﻿202209,12000634,IEK,익일정산,1340000
﻿202209,12000641,VEA,익일정산,63000
﻿202209,12000658,QDF,익일정산,141000
﻿202209,12000665,FYT,익일정산,150000
﻿202209,12000672,IEK,익일정산,583000
﻿202209,12000689,VEA,익일정산,114000
﻿202209,12000696,ZVX,익일정산,165000
﻿202209,12000700,BVI,익일정산,126000
﻿202209,12000717,CVN,익일정산,76800000
﻿202209,12000724,IEK,익일정산,23300000
﻿202209,12000731,CVN,익일정산,36900000
﻿202209,12000748,CVN,익일정산,48600000
﻿202209,12000755,IEK,익일정산,22700000
﻿202209,12000762,CVN,익일정산,48800000
﻿202209,12000779,CVN,익일정산,133000000
﻿202209,12000786,CVN,익일정산,28400000
﻿202209,12000793,CVN,익일정산,46100000
﻿202209,12000807,IEK,익일정산,13300000
﻿202209,12000814,CVN,익일정산,69400000
﻿202209,12000821,CVN,익일정산,46400000
﻿202209,12000838,IEK,익일정산,142000000
﻿202209,12000845,CVN,익일정산,94800000
﻿202209,12000852,IEK,익일정산,81600000
﻿202209,12000869,IEK,익일정산,190000000
﻿202209,12000876,CVN,익일정산,225000000
﻿202209,12000883,IEK,익일정산,139000000
﻿202209,12000890,IEK,익일정산,33400000
﻿202209,12000904,IEK,익일정산,96200000
﻿202209,12000911,IEK,익일정산,273000000
﻿202209,12000928,IEK,익일정산,374000000
﻿202209,12000973,CVN,익일정산,394000000
﻿202209,12000997,IEK,익일정산,29600000
﻿202209,12001008,IEK,익일정산,88400000
﻿202209,12001022,IEK,익일정산,139000000
﻿202209,12001039,IEK,익일정산,163000000
﻿202209,12001060,CVN,익일정산,73100000
﻿202209,12001112,SHK,익일정산,28000000
﻿202209,12001198,CVN,익일정산,29600000
﻿202209,12001202,IEK,익일정산,20800000
﻿202209,12001240,IEK,익일정산,8710000
﻿202209,12001240,BVI,익일정산,560000
﻿202209,12001257,JVP,익일정산,242000000
﻿202209,12001264,HZI,익일정산,114000000
﻿202209,12001271,HZI,익일정산,58000000
﻿202209,12001295,IEK,익일정산,301000000
﻿202209,12001309,IEK,익일정산,270000000
﻿202209,12001316,VEA,익일정산,68000000
﻿202209,12001323,EEB,익일정산,46200000
﻿202209,12001330,BVI,익일정산,4970000
﻿202209,12001347,VEA,익일정산,40600000
﻿202209,12001354,IEK,익일정산,188000000
﻿202209,12001361,IEK,익일정산,865000000
﻿202209,12001378,VEA,익일정산,1460000
﻿202209,12001385,JVP,익일정산,11700000
﻿202209,14000043,SHK,익일정산,29200000
﻿202209,14000517,CVN,익일정산,312000000
﻿202209,14000728,SHK,익일정산,3710000
﻿202209,14000780,BVI,익일정산,71000000
﻿202209,14000797,BVI,익일정산,12000000
﻿202209,14000801,BVI,익일정산,1100000000
﻿202209,14000832,IEK,익일정산,60000
﻿202209,14000832,VEA,익일정산,40000
﻿202209,14000832,HZI,익일정산,210000
﻿202209,14000832,QDF,익일정산,20000
﻿202209,14000832,SHK,익일정산,40000
﻿202209,14000915,SHK,익일정산,160000
﻿202209,14001185,BVI,익일정산,230000000
﻿202209,14001251,CVN,익일정산,1690000000
﻿202209,14001268,BVI,익일정산,190000000
﻿202209,14001275,BVI,익일정산,6820000
﻿202209,14001310,BVI,익일정산,112000000
﻿202209,14001365,FYT,익일정산,519000000
﻿202209,14001431,SHK,익일정산,33100000
﻿202209,14001493,SHK,익일정산,4760000
﻿202209,14001538,SHK,익일정산,327000000
﻿202209,14001569,SHK,익일정산,314000000
﻿202209,14001590,FLX,익일정산,711000000
﻿202209,14001611,SHK,익일정산,148000
﻿202209,14001628,SHK,익일정산,125000000
﻿202209,14001635,SHK,익일정산,884000000
﻿202209,14001666,IEK,익일정산,2460000
﻿202209,14001770,SHK,익일정산,186000000
﻿202209,14001787,SHK,익일정산,29000000
﻿202209,14001877,JVP,익일정산,34000000
﻿202209,14001936,CVN,익일정산,32200000
﻿202209,14001943,BVI,익일정산,98000000
﻿202209,14001974,BVI,익일정산,1380000000
﻿202209,15200013,KYG,익일정산,950000
﻿202209,15200020,KYG,익일정산,5430000
﻿202209,15200082,BVI,익일정산,35000
﻿202209,15200099,BVI,익일정산,25000
﻿202209,15200103,SHK,익일정산,55000
﻿202209,15200110,SHK,익일정산,30000
﻿202209,15200127,IEK,익일정산,49000
﻿202209,15200134,BVI,익일정산,22000
﻿202209,15200141,BVI,익일정산,24000
﻿202209,15200158,BVI,익일정산,21000
﻿202209,15200165,SHK,익일정산,33000
﻿202209,15200172,BVI,익일정산,28000
﻿202209,15200189,IEK,익일정산,22000
﻿202209,15200196,BVI,익일정산,31000
﻿202209,15200200,BVI,익일정산,38000
﻿202209,15200217,BVI,익일정산,62000
﻿202209,15200224,BVI,익일정산,22000
﻿202209,15200231,BVI,익일정산,53000
﻿202209,15200248,BVI,익일정산,41000
﻿202209,15200255,BVI,익일정산,29000
﻿202209,15200262,BVI,익일정산,90000
﻿202209,15200279,BVI,익일정산,39000
﻿202209,15200286,BVI,익일정산,37000
﻿202209,15200293,BVI,익일정산,77000
﻿202209,15200307,SHK,익일정산,113000
﻿202209,15200314,BVI,익일정산,48000
﻿202209,15200321,BVI,익일정산,49000
﻿202209,15200369,BVI,익일정산,289000000
﻿202209,15200428,FYT,익일정산,10700000
﻿202209,15200435,HZO,익일정산,2890000
﻿202209,15200466,IEK,익일정산,7990000
﻿202209,15200466,VEA,익일정산,105000000
﻿202209,15200466,BVI,익일정산,15800000
﻿202209,15200466,FYT,익일정산,112000000
﻿202209,15200525,VEA,익일정산,390000000
﻿202209,15200532,CVN,익일정산,7510000
﻿202209,15200570,BVI,익일정산,3290000
﻿202209,15200594,CVN,익일정산,9770000
﻿202209,15200985,BVI,익일정산,17700000
﻿202209,15201124,HZO,익일정산,50000
﻿202209,15201124,VEA,익일정산,16400000
﻿202209,15201124,BVI,익일정산,2550000
﻿202209,15201124,SHK,익일정산,3080000
﻿202209,15201155,JVP,익일정산,102000
﻿202209,15201155,IEK,익일정산,210000
﻿202209,15201155,HZO,익일정산,12000
﻿202209,15201155,VEA,익일정산,98000
﻿202209,15201155,BVI,익일정산,206000
﻿202209,15201155,KYG,익일정산,4000
﻿202209,15201155,XIE,익일정산,6000
﻿202209,15201155,QDF,익일정산,10000
﻿202209,15201155,FYT,익일정산,45000
﻿202209,15201155,ZVX,익일정산,2000
﻿202209,15201155,ZDD,익일정산,2000
﻿202209,15201155,CVN,익일정산,126000
﻿202209,15201162,BVI,익일정산,105000000
﻿202209,15201214,JVP,익일정산,26000
﻿202209,15201214,IEK,익일정산,40000
﻿202209,15201214,HZO,익일정산,4000
﻿202209,15201214,VEA,익일정산,20000
﻿202209,15201214,BVI,익일정산,26000
﻿202209,15201214,KYG,익일정산,8000
﻿202209,15201214,QDF,익일정산,4000
﻿202209,15201214,ZVX,익일정산,2000
﻿202209,15201214,CVN,익일정산,14000
﻿202209,15201245,IEK,익일정산,11900000
﻿202209,15201245,HZI,익일정산,500000
﻿202209,15201245,BVI,익일정산,14800000
﻿202209,15201245,CVN,익일정산,800000
﻿202209,15201245,SHK,익일정산,6980000
﻿202209,15201252,SHK,익일정산,327000000
﻿202209,15201269,IEK,익일정산,10500000
﻿202209,15201276,JVP,익일정산,4110000
﻿202209,15201283,VEA,익일정산,3070000
﻿202209,15201328,IEK,익일정산,14900000
﻿202209,15201342,TGT,익일정산,716000
﻿202209,15201342,JVP,익일정산,2810000
﻿202209,15201342,IEK,익일정산,14400000
﻿202209,15201342,HZO,익일정산,1050000
﻿202209,15201342,VEA,익일정산,2200000
﻿202209,15201342,BVI,익일정산,12500000
﻿202209,15201342,KYG,익일정산,2290000
﻿202209,15201342,XIE,익일정산,514000
﻿202209,15201342,QDF,익일정산,1820000
﻿202209,15201342,FYT,익일정산,2810000
﻿202209,15201342,ZVX,익일정산,282000
﻿202209,15201342,FLX,익일정산,150000
﻿202209,15201342,ZDD,익일정산,221000
﻿202209,15201342,RII,익일정산,1230000
﻿202209,15201342,CVN,익일정산,6470000
﻿202209,15201342,SHK,익일정산,7170000
﻿202209,15201366,BVI,익일정산,1000
﻿202209,15201380,BVI,익일정산,373000
﻿202209,15201456,BVI,익일정산,77100000
﻿202209,15201463,BVI,익일정산,17800000
﻿202209,15201487,SHK,익일정산,8690000
﻿202209,15201508,VEA,익일정산,5180000
﻿202209,15201515,SHK,익일정산,227000000
﻿202209,15300100,QDF,익일정산,361000
﻿202209,15300238,SHK,익일정산,91000
﻿202209,15300311,BVI,익일정산,75800000
﻿202209,15300328,BVI,익일정산,3750000
﻿202209,15300335,FYT,익일정산,1080000
﻿202209,15300342,VEA,익일정산,3170000
﻿202209,15300359,IEK,익일정산,4290000
﻿202209,15300366,BVI,익일정산,896000
﻿202209,15300373,VEA,익일정산,540000
﻿202209,15300380,JVP,익일정산,1490000
﻿202209,15300397,VEA,익일정산,356000
﻿202209,15300401,BVI,익일정산,3310000
﻿202209,15300418,VEA,익일정산,1610000
﻿202209,15300449,SHK,익일정산,814000
﻿202209,15300456,VEA,익일정산,1110000
﻿202209,15300795,VEA,익일정산,166000
﻿202209,15301086,SHK,익일정산,618000
﻿202209,15301093,VEA,익일정산,473000
﻿202209,15301114,BVI,익일정산,2190000
﻿202209,15600028,BVI,익일정산,4000000000
﻿202209,15600042,BVI,익일정산,1410000000
﻿202209,15600059,BVI,익일정산,3890000
﻿202209,15600066,BVI,익일정산,22800000
﻿202209,15700018,BVI,익일정산,371000000
﻿202209,17000082,BVI,익일정산,11400000
﻿202209,17000134,SHK,익일정산,15800000
﻿202209,17000158,SHK,익일정산,71300000
﻿202209,17000255,BVI,익일정산,103000000
﻿202209,17000262,BVI,익일정산,8790000
﻿202209,17000279,BVI,익일정산,98600000
﻿202209,17000307,BVI,익일정산,227000000
﻿202209,17000338,SHK,익일정산,48500000
﻿202209,17000345,CVN,익일정산,66800000
﻿202209,17000369,BVI,익일정산,46000000
﻿202209,17000383,SHK,익일정산,1210000
﻿202209,17000390,SHK,익일정산,13800000
﻿202209,17000404,SHK,익일정산,7530000
﻿202209,17000442,BVI,익일정산,810000000
﻿202209,17000466,SHK,익일정산,335000000
﻿202209,17000473,SHK,익일정산,2770000
﻿202209,17000518,SHK,익일정산,49400000
﻿202209,17000525,BVI,익일정산,145000000
﻿202209,17000532,BVI,익일정산,58900000
﻿202209,17000549,SHK,익일정산,311000000
﻿202209,17000556,CVN,익일정산,329000000
﻿202209,17000563,SHK,익일정산,102000000
﻿202209,17000570,SHK,익일정산,744000000
﻿202209,17000587,SHK,익일정산,5010000000
﻿202209,17000594,SHK,익일정산,9100000000
﻿202209,17000622,SHK,익일정산,346000000
﻿202209,17000646,SHK,익일정산,20300000
﻿202209,17000653,BVI,익일정산,86200000
﻿202209,17000660,BVI,익일정산,66100000
﻿202209,17000691,SHK,익일정산,22000000
﻿202209,17000705,SHK,익일정산,32600000
﻿202209,17000712,BVI,익일정산,282000000
﻿202209,17000729,BVI,익일정산,51700000
﻿202209,17000743,BVI,익일정산,447000000
﻿202209,18000010,SHK,익일정산,1520000
﻿202209,20000011,SHK,익일정산,4530000000
﻿202209,20000028,IEK,익일정산,10700000
﻿202209,20000035,CVN,익일정산,249000000
﻿202209,20000042,BVI,익일정산,3690000000
﻿202209,20000066,CVN,익일정산,387000000
﻿202209,20000118,SHK,익일정산,1200000000
﻿202209,20000132,BVI,익일정산,16900000
﻿202209,20000149,BVI,익일정산,10300000
﻿202209,20000211,SHK,익일정산,834000000
﻿202209,20000222,CVN,익일정산,95800000
﻿202209,20000239,BVI,익일정산,45200000
﻿202209,20000253,CVN,익일정산,182000000
﻿202209,20000260,SHK,익일정산,54500000
﻿202209,20000350,VEA,익일정산,810000
﻿202209,20000350,SHK,익일정산,111000000
﻿202209,20000367,CVN,익일정산,166000
﻿202209,20000374,SHK,익일정산,33300000
﻿202209,20000457,SHK,익일정산,2590000
﻿202209,20000471,SHK,익일정산,82100000
﻿202209,20000516,SHK,익일정산,3800000
﻿202209,20000523,IEK,익일정산,50300000
﻿202209,20000554,IEK,익일정산,605000
﻿202209,20000561,SHK,익일정산,8670000
﻿202209,20000592,CVN,익일정산,51600000
﻿202209,21000018,CVN,익일정산,74400000
﻿202209,21000032,BVI,익일정산,4070000000
﻿202209,21000049,IEK,익일정산,19500000
﻿202209,21000056,SHK,익일정산,1020000000
﻿202209,21000063,SHK,익일정산,266000000
﻿202209,21000087,JVP,익일정산,23000000
﻿202209,21000094,SHK,익일정산,104000000
﻿202209,21000108,CVN,익일정산,25200000
﻿202209,21000115,BVI,익일정산,8290000000
﻿202209,21000122,SHK,익일정산,1000
﻿202209,21000139,BVI,익일정산,3120000000
﻿202209,21700024,SHK,익일정산,23700000
﻿202209,21800021,SHK,익일정산,35600000
﻿202209,21900011,SHK,익일정산,281000
﻿202209,21900035,CVN,익일정산,93800000
﻿202209,21900042,BVI,익일정산,162000000
﻿202209,21900149,BVI,익일정산,444000000
﻿202209,21900170,IEK,익일정산,227000000
﻿202209,21900260,SHK,익일정산,61700000
﻿202209,21900329,BVI,익일정산,3280000
﻿202209,21900374,SHK,익일정산,165000000
﻿202209,21900402,BVI,익일정산,1560000
﻿202209,23000036,VEA,익일정산,232000
﻿202209,23000050,BVI,익일정산,16800000
﻿202209,23000067,SHK,익일정산,2110000
﻿202209,24000026,BVI,익일정산,8520000000
﻿202209,35000411,SHK,실시간정산,198000000
﻿202209,35000459,CVN,실시간정산,44200000
﻿202209,35000466,BVI,실시간정산,125000000
﻿202209,35000480,FYT,실시간정산,4740000
﻿202209,35000497,JVP,실시간정산,111000000
﻿202209,35100010,IEK,실시간정산,121000000
﻿202209,35100010,BVI,실시간정산,18700000
﻿202209,35100027,IEK,실시간정산,533000
﻿202209,35100027,CVN,실시간정산,15400000
﻿202209,50000001,JVP,익일정산,296000000
﻿202209,50000001,IEK,익일정산,866000000
﻿202209,50000001,HZO,익일정산,43400000
﻿202209,50000001,VEA,익일정산,503000000
﻿202209,50000001,HZI,익일정산,621000000
﻿202209,50000001,BVI,익일정산,1000000000
﻿202209,50000001,KYG,익일정산,42400000
﻿202209,50000001,QDF,익일정산,10100000
﻿202209,50000001,ZVX,익일정산,285000
﻿202209,50000001,FLX,익일정산,436000
﻿202209,50000001,ZDD,익일정산,14100000
﻿202209,50000001,RII,익일정산,293000000
﻿202209,50000001,IUR,익일정산,159000000
﻿202209,50000001,EEB,익일정산,69200000
﻿202209,50000001,CAZ,익일정산,31400000
﻿202209,50000001,CVN,익일정산,577000000
﻿202209,50000001,SHK,익일정산,931000000
﻿202209,50000001,AHN,익일정산,469000
﻿202209,51000001,JVP,익일정산,1890000
﻿202209,51000001,HZO,익일정산,977000
﻿202209,51000001,VEA,익일정산,36600000
﻿202209,51000001,HZI,익일정산,6220000
﻿202209,51000001,BVI,익일정산,5940000
﻿202209,51000001,KYG,익일정산,316000
﻿202209,51000001,QDF,익일정산,1140000
﻿202209,51000001,FYT,익일정산,228000
﻿202209,51000001,ZVX,익일정산,20000
﻿202209,51000001,FLX,익일정산,6000
﻿202209,51000001,ZDD,익일정산,316000
﻿202209,51000001,RII,익일정산,5990000
﻿202209,51000001,IUR,익일정산,203000
﻿202209,51000001,EEB,익일정산,427000
﻿202209,51000001,CAZ,익일정산,8000
﻿202209,51000001,CVN,익일정산,54800000
﻿202209,51000001,SHK,익일정산,59700000
﻿202209,52000001,JVP,익일정산,2520000
﻿202209,52000001,IEK,익일정산,6560000
﻿202209,52000001,HZO,익일정산,731000
﻿202209,52000001,VEA,익일정산,4280000
﻿202209,52000001,HZI,익일정산,4870000
﻿202209,52000001,BVI,익일정산,3790000
﻿202209,52000001,KYG,익일정산,265000
﻿202209,52000001,QDF,익일정산,1060000
﻿202209,52000001,FYT,익일정산,90000
﻿202209,52000001,ZVX,익일정산,9000
﻿202209,52000001,ZDD,익일정산,50000
﻿202209,52000001,RII,익일정산,2140000
﻿202209,52000001,IUR,익일정산,491000
﻿202209,52000001,GPM,익일정산,70000
﻿202209,52000001,CAZ,익일정산,49000
﻿202209,52000001,CVN,익일정산,926000
﻿202209,52000001,SHK,익일정산,2320000
﻿202209,53000001,TGT,익일정산,1350000
﻿202209,53000001,JVP,익일정산,181000000
﻿202209,53000001,IEK,익일정산,140000000
﻿202209,53000001,HZO,익일정산,8870000
﻿202209,53000001,VEA,익일정산,78800000
﻿202209,53000001,HZI,익일정산,121000000
﻿202209,53000001,BVI,익일정산,191000000
﻿202209,53000001,KYG,익일정산,6110000
﻿202209,53000001,QDF,익일정산,1360000
﻿202209,53000001,FYT,익일정산,18700000
﻿202209,53000001,ZVX,익일정산,842000
﻿202209,53000001,ZDD,익일정산,4900000
﻿202209,53000001,RII,익일정산,33200000
﻿202209,53000001,IUR,익일정산,15900000
﻿202209,53000001,EEB,익일정산,6130000
﻿202209,53000001,CAZ,익일정산,524000
﻿202209,53000001,CVN,익일정산,217000000
﻿202209,53000001,SHK,익일정산,176000000
﻿202209,53000001,AHN,익일정산,141000
﻿202209,59000001,TGT,익일정산,2570000
﻿202209,59000001,JVP,익일정산,612000000
﻿202209,59000001,IEK,익일정산,1810000000
﻿202209,59000001,HZO,익일정산,71600000
﻿202209,59000001,VEA,익일정산,755000000
﻿202209,59000001,HZI,익일정산,784000000
﻿202209,59000001,BVI,익일정산,1510000000
﻿202209,59000001,KYG,익일정산,68700000
﻿202209,59000001,FYT,익일정산,102000000
﻿202209,59000001,ZVX,익일정산,3770000
﻿202209,59000001,FLX,익일정산,489000
﻿202209,59000001,ZDD,익일정산,7590000
﻿202209,59000001,RII,익일정산,346000000
﻿202209,59000001,IUR,익일정산,186000000
﻿202209,59000001,EEB,익일정산,94900000
﻿202209,59000001,GPM,익일정산,360000
﻿202209,59000001,CAZ,익일정산,29800000
﻿202209,59000001,CVN,익일정산,1180000000
﻿202209,59000001,SHK,익일정산,1510000000
﻿202209,59000001,AHN,익일정산,5340000
﻿202209,59000002,TGT,익일정산,25300000
﻿202209,59000002,JVP,익일정산,6920000000
﻿202209,59000002,IEK,익일정산,14300000000
﻿202209,59000002,HZO,익일정산,2890000000
﻿202209,59000002,VEA,익일정산,21500000000
﻿202209,59000002,HZI,익일정산,32100000000
﻿202209,59000002,BVI,익일정산,8950000000
﻿202209,59000002,KYG,익일정산,738000000
﻿202209,59000002,QDF,익일정산,4260000000
﻿202209,59000002,FYT,익일정산,2340000000
﻿202209,59000002,ZVX,익일정산,165000000
﻿202209,59000002,FLX,익일정산,12900000
﻿202209,59000002,ZDD,익일정산,94900000
﻿202209,59000002,RII,익일정산,11700000000
﻿202209,59000002,IUR,익일정산,7250000000
﻿202209,59000002,EEB,익일정산,3830000000
﻿202209,59000002,GPM,익일정산,47900000
﻿202209,59000002,CAZ,익일정산,811000000
﻿202209,59000002,CVN,익일정산,6270000000
﻿202209,59000002,SHK,익일정산,11400000000
﻿202209,59000002,AHN,익일정산,51600000
﻿202209,59000003,JVP,익일정산,23700000
﻿202209,59000003,IEK,익일정산,56400000
﻿202209,59000003,HZO,익일정산,962000
﻿202209,59000003,VEA,익일정산,7490000
﻿202209,59000003,HZI,익일정산,4570000
﻿202209,59000003,BVI,익일정산,45700000
﻿202209,59000003,KYG,익일정산,2120000
﻿202209,59000003,FYT,익일정산,5990000
﻿202209,59000003,ZVX,익일정산,69000
﻿202209,59000003,RII,익일정산,1460000
﻿202209,59000003,IUR,익일정산,2430000
﻿202209,59000003,EEB,익일정산,968000
﻿202209,59000003,CAZ,익일정산,163000
﻿202209,59000003,CVN,익일정산,99700000
﻿202209,59000003,SHK,익일정산,47100000
﻿202209,59000003,AHN,익일정산,57000
﻿202304,11000097,BVI,익일정산,139000000
﻿202304,11000699,VEA,익일정산,7550000
﻿202304,11000710,BVI,익일정산,1650000000
﻿202304,11001063,SHK,익일정산,12200000
﻿202304,11001184,SHK,익일정산,15200000000
﻿202304,11001298,BVI,익일정산,196000000
﻿202304,11900083,VEA,익일정산,2900000
﻿202304,11900104,SHK,익일정산,37900000
﻿202304,11900111,SHK,익일정산,9580000
﻿202304,12000018,JVP,익일정산,1580000000
﻿202304,12000018,BVI,익일정산,8000
﻿202304,12000025,JVP,익일정산,442000000
﻿202304,12000032,IEK,익일정산,734000000
﻿202304,12000032,VEA,익일정산,800000000
﻿202304,12000032,HZI,익일정산,13000000
﻿202304,12000032,QDF,익일정산,194000000
﻿202304,12000032,FYT,익일정산,156000000
﻿202304,12000032,ZVX,익일정산,131000000
﻿202304,12000032,FLX,익일정산,32500000
﻿202304,12000032,ZDD,익일정산,134000000
﻿202304,12000032,CVN,익일정산,5950000
﻿202304,12000032,SHK,익일정산,113000000
﻿202304,12000056,CVN,익일정산,68900000
﻿202304,12000063,IEK,익일정산,42100000
﻿202304,12000063,BVI,익일정산,428000000
﻿202304,12000063,SHK,익일정산,287000000
﻿202304,12000094,SHK,익일정산,626000000
﻿202304,12000115,SHK,익일정산,184000000
﻿202304,12000122,IEK,익일정산,461000000
﻿202304,12000153,IEK,익일정산,197000000
﻿202304,12000184,VEA,익일정산,507000000
﻿202304,12000205,VEA,익일정산,544000000
﻿202304,12000229,CVN,익일정산,479000000
﻿202304,12000236,ZVX,익일정산,640000000
﻿202304,12000250,VEA,익일정산,427000000
﻿202304,12000274,VEA,익일정산,185000000
﻿202304,12000298,HZO,익일정산,294000000
﻿202304,12000302,SHK,익일정산,122000000
﻿202304,12000319,IEK,익일정산,393000000
﻿202304,12000326,VEA,익일정산,314000000
﻿202304,12000333,VEA,익일정산,437000000
﻿202304,12000340,SHK,익일정산,144000000
﻿202304,12000357,QDF,익일정산,166000000
﻿202304,12000364,VEA,익일정산,288000000
﻿202304,12000371,VEA,익일정산,158000000
﻿202304,12000388,RII,익일정산,191000000
﻿202304,12000395,JVP,익일정산,161000000
﻿202304,12000610,SHK,익일정산,137000
﻿202304,12000634,IEK,익일정산,319000
﻿202304,12000672,IEK,익일정산,286000
﻿202304,12000700,BVI,익일정산,150000
﻿202304,12000717,CVN,익일정산,311000000
﻿202304,12000779,CVN,익일정산,464000000
﻿202304,12000793,CVN,익일정산,95900000
﻿202304,12000838,IEK,익일정산,461000000
